Trembl_Hit	Protein_ID	V2
A0A1Q9CUE2	Sfitti_g1377	GO:0016021; GO:0097367; GO:0004360; GO:1901137
A0A1Q9CUE4	Sfitti_g23863	GO:0030991; GO:0031514
A0A1Q9CUE5	Sfitti_g8930	GO:0020037; GO:0030151; GO:0016491; GO:0042128
A0A1Q9CUE5	Sfitti_g1003	GO:0020037; GO:0030151; GO:0016491; GO:0042128
A0A1Q9CUE5	Sfitti_g22604	GO:0020037; GO:0030151; GO:0016491; GO:0042128
A0A1Q9CUE7	Sfitti_g5536	GO:0016301
A0A1Q9CUE7	Sfitti_g10404	GO:0016301
A0A1Q9CUF1	Sfitti_g7590	GO:0004190; GO:0016301
A0A1Q9CUF9	Sfitti_g10353	GO:0016021; GO:0008483
A0A1Q9CUF9	Sfitti_g2695	GO:0016021; GO:0008483
A0A1Q9CUG4	Sfitti_g15802	
A0A1Q9CUH3	Sfitti_g13166	
A0A1Q9CUH5	Sfitti_g9679	
A0A1Q9CUI2	Sfitti_g14517	
A0A1Q9CUI6	Sfitti_g2377	GO:0003824; GO:0008152
A0A1Q9CUJ1	Sfitti_g13925	
A0A1Q9CUJ8	Sfitti_g3680	GO:0046872; GO:0004721
A0A1Q9CUJ8	Sfitti_g21674	GO:0046872; GO:0004721
A0A1Q9CUJ8	Sfitti_g20796	GO:0046872; GO:0004721
A0A1Q9CUK2	Sfitti_g7549	GO:0016021
A0A1Q9CUK2	Sfitti_g2223	GO:0016021
A0A1Q9CUK2	Sfitti_g2222	GO:0016021
A0A1Q9CUK4	Sfitti_g24154	GO:0016021; GO:0003677; GO:0003899; GO:0006351
A0A1Q9CUK4	Sfitti_g627	GO:0016021; GO:0003677; GO:0003899; GO:0006351
A0A1Q9CUK5	Sfitti_g626	GO:0005634; GO:0003677; GO:0003899; GO:0008270; GO:0006351
A0A1Q9CUK8	Sfitti_g17392	
A0A1Q9CUK9	Sfitti_g543	GO:0005737; GO:0004177; GO:0008080
A0A1Q9CUL1	Sfitti_g4042	GO:0016021; GO:0016787; GO:0055085
A0A1Q9CUL2	Sfitti_g5669	
A0A1Q9CUM1	Sfitti_g23630	GO:0003676; GO:0008270
A0A1Q9CUP0	Sfitti_g21907	
A0A1Q9CUP3	Sfitti_g20416	
A0A1Q9CUP3	Sfitti_g8009	
A0A1Q9CUP3	Sfitti_g5664	
A0A1Q9CUP3	Sfitti_g17703	
A0A1Q9CUP4	Sfitti_g12995	
A0A1Q9CUQ3	Sfitti_g20694	GO:0016021; GO:0003677; GO:0003887; GO:0050660; GO:0016614; GO:0006260
A0A1Q9CUR1	Sfitti_g372	GO:0003723
A0A1Q9CUR8	Sfitti_g20855	
A0A1Q9CUR8	Sfitti_g16906	
A0A1Q9CUR8	Sfitti_g11728	
A0A1Q9CUR8	Sfitti_g22079	
A0A1Q9CUS2	Sfitti_g1593	GO:0005576; GO:0016021; GO:0006508
A0A1Q9CUS4	Sfitti_g8572	GO:0016021; GO:0003824; GO:0005216; GO:2001070; GO:0005992
A0A1Q9CUS4	Sfitti_g5544	GO:0016021; GO:0003824; GO:0005216; GO:2001070; GO:0005992
A0A1Q9CUS4	Sfitti_g13162	GO:0016021; GO:0003824; GO:0005216; GO:2001070; GO:0005992
A0A1Q9CUS7	Sfitti_g7283	GO:0016021
A0A1Q9CUS7	Sfitti_g5800	GO:0016021
A0A1Q9CUT2	Sfitti_g6408	GO:0016021; GO:0008800; GO:0005216; GO:0030655; GO:0046677
A0A1Q9CUT2	Sfitti_g2611	GO:0016021; GO:0008800; GO:0005216; GO:0030655; GO:0046677
A0A1Q9CUT2	Sfitti_g24179	GO:0016021; GO:0008800; GO:0005216; GO:0030655; GO:0046677
A0A1Q9CUT3	Sfitti_g11981	GO:0016874
A0A1Q9CUT5	Sfitti_g18197	GO:0016021
A0A1Q9CUT6	Sfitti_g23280	GO:0046872
A0A1Q9CUT8	Sfitti_g371	GO:0016020; GO:0005216
A0A1Q9CUT8	Sfitti_g370	GO:0016020; GO:0005216
A0A1Q9CUU2	Sfitti_g8630	GO:0016021; GO:0006885; GO:0006814
A0A1Q9CUU3	Sfitti_g337	GO:0008237
A0A1Q9CUU4	Sfitti_g19308	
A0A1Q9CUU4	Sfitti_g19864	
A0A1Q9CUU8	Sfitti_g1429	GO:0016021; GO:0007186; GO:0019236
A0A1Q9CUU9	Sfitti_g338	GO:0016021; GO:0005759; GO:0005634; GO:0005524; GO:0019904; GO:0004672; GO:0052906
A0A1Q9CUU9	Sfitti_g9720	GO:0016021; GO:0005759; GO:0005634; GO:0005524; GO:0019904; GO:0004672; GO:0052906
A0A1Q9CUU9	Sfitti_g16257	GO:0016021; GO:0005759; GO:0005634; GO:0005524; GO:0019904; GO:0004672; GO:0052906
A0A1Q9CUV2	Sfitti_g8883	
A0A1Q9CUV2	Sfitti_g6605	
A0A1Q9CUV2	Sfitti_g16140	
A0A1Q9CUV2	Sfitti_g18783	
A0A1Q9CUV3	Sfitti_g7106	GO:0016021; GO:0016757
A0A1Q9CUV3	Sfitti_g1430	GO:0016021; GO:0016757
A0A1Q9CUV6	Sfitti_g12715	GO:0046872
A0A1Q9CUV7	Sfitti_g2305	GO:0016021; GO:0005524; GO:0016787; GO:0003746
A0A1Q9CUW3	Sfitti_g1305	
A0A1Q9CUW7	Sfitti_g2610	GO:0046872
A0A1Q9CUX2	Sfitti_g3072	GO:0016021; GO:0046872; GO:0004222; GO:0022857
A0A1Q9CUX5	Sfitti_g3073	
A0A1Q9CUX8	Sfitti_g518	GO:0016021; GO:0015321
A0A1Q9CUY0	Sfitti_g879	GO:0016021; GO:0005509; GO:0019829; GO:0000166
A0A1Q9CUY3	Sfitti_g2021	GO:0016021; GO:0005509; GO:0016787
A0A1Q9CUZ2	Sfitti_g1755	GO:0016021
A0A1Q9CV00	Sfitti_g18284	GO:0016021
A0A1Q9CV00	Sfitti_g6596	GO:0016021
A0A1Q9CV05	Sfitti_g22229	GO:0008270
A0A1Q9CV05	Sfitti_g517	GO:0008270
A0A1Q9CV06	Sfitti_g21151	GO:0016021
A0A1Q9CV06	Sfitti_g21470	GO:0016021
A0A1Q9CV06	Sfitti_g5430	GO:0016021
A0A1Q9CV06	Sfitti_g21960	GO:0016021
A0A1Q9CV06	Sfitti_g5429	GO:0016021
A0A1Q9CV06	Sfitti_g2081	GO:0016021
A0A1Q9CV07	Sfitti_g1132	
A0A1Q9CV07	Sfitti_g21376	
A0A1Q9CV11	Sfitti_g22552	GO:0005509; GO:0004842
A0A1Q9CV11	Sfitti_g10264	GO:0005509; GO:0004842
A0A1Q9CV12	Sfitti_g234	
A0A1Q9CV13	Sfitti_g22911	
A0A1Q9CV14	Sfitti_g201	
A0A1Q9CV15	Sfitti_g412	GO:0016021; GO:0003676
A0A1Q9CV15	Sfitti_g411	GO:0016021; GO:0003676
A0A1Q9CV16	Sfitti_g200	GO:0016021; GO:0005509; GO:0003723
A0A1Q9CV17	Sfitti_g235	GO:0005871; GO:0003777
A0A1Q9CV18	Sfitti_g7683	
A0A1Q9CV28	Sfitti_g2528	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CV28	Sfitti_g23827	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CV29	Sfitti_g8929	GO:0051260
A0A1Q9CV33	Sfitti_g23646	GO:0005634; GO:0004563; GO:0005975
A0A1Q9CV33	Sfitti_g8726	GO:0005634; GO:0004563; GO:0005975
A0A1Q9CV33	Sfitti_g1133	GO:0005634; GO:0004563; GO:0005975
A0A1Q9CV33	Sfitti_g8725	GO:0005634; GO:0004563; GO:0005975
A0A1Q9CV33	Sfitti_g1134	GO:0005634; GO:0004563; GO:0005975
A0A1Q9CV38	Sfitti_g7413	
A0A1Q9CV39	Sfitti_g22698	
A0A1Q9CV48	Sfitti_g2728	GO:0008234
A0A1Q9CV51	Sfitti_g9712	GO:0016021; GO:0003676; GO:0004523
A0A1Q9CV53	Sfitti_g1494	GO:0003872; GO:0048037; GO:0046912; GO:0006002
A0A1Q9CV53	Sfitti_g1492	GO:0003872; GO:0048037; GO:0046912; GO:0006002
A0A1Q9CV53	Sfitti_g1493	GO:0003872; GO:0048037; GO:0046912; GO:0006002
A0A1Q9CV67	Sfitti_g18955	GO:0030246
A0A1Q9CV67	Sfitti_g11293	GO:0030246
A0A1Q9CV68	Sfitti_g16699	GO:0004096; GO:0020037; GO:0006979
A0A1Q9CV78	Sfitti_g7109	GO:0016021
A0A1Q9CV83	Sfitti_g24122	GO:0009055; GO:0051536; GO:0016630
A0A1Q9CV83	Sfitti_g7892	GO:0009055; GO:0051536; GO:0016630
A0A1Q9CV86	Sfitti_g8232	GO:0003755
A0A1Q9CV90	Sfitti_g5865	GO:0016021; GO:0015095; GO:0004576; GO:0008452; GO:0006486; GO:0006396
A0A1Q9CV94	Sfitti_g7891	
A0A1Q9CVA5	Sfitti_g6201	GO:0016021
A0A1Q9CVB0	Sfitti_g23493	GO:0016021; GO:0005524
A0A1Q9CVB0	Sfitti_g489	GO:0016021; GO:0005524
A0A1Q9CVB2	Sfitti_g488	
A0A1Q9CVB5	Sfitti_g5575	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVB5	Sfitti_g4931	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVB5	Sfitti_g6015	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVB5	Sfitti_g19788	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVB5	Sfitti_g22241	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVB5	Sfitti_g13835	GO:0016021; GO:0016787; GO:0006629
A0A1Q9CVC0	Sfitti_g7402	GO:0005737; GO:0005524; GO:0008234; GO:0004818; GO:0000049; GO:0008270; GO:0006424
A0A1Q9CVC0	Sfitti_g4072	GO:0005737; GO:0005524; GO:0008234; GO:0004818; GO:0000049; GO:0008270; GO:0006424
A0A1Q9CVC0	Sfitti_g4073	GO:0005737; GO:0005524; GO:0008234; GO:0004818; GO:0000049; GO:0008270; GO:0006424
A0A1Q9CVC6	Sfitti_g10545	GO:0000439; GO:0004003; GO:0006289
A0A1Q9CVC8	Sfitti_g7306	GO:0005524; GO:0016301
A0A1Q9CVC8	Sfitti_g7307	GO:0005524; GO:0016301
A0A1Q9CVD4	Sfitti_g532	
A0A1Q9CVD4	Sfitti_g15440	
A0A1Q9CVD7	Sfitti_g18810	GO:0005524; GO:0003690; GO:0008168; GO:0003723; GO:0051082; GO:0006457; GO:0006355; GO:0006950; GO:0006364; GO:0008033
A0A1Q9CVE2	Sfitti_g14461	
A0A1Q9CVE3	Sfitti_g20738	GO:0003677; GO:0015074; GO:0006310
A0A1Q9CVE6	Sfitti_g12860	GO:0003677; GO:0046872; GO:0008237; GO:0015074; GO:0006310
A0A1Q9CVE7	Sfitti_g12221	GO:0003690; GO:0006355
A0A1Q9CVF0	Sfitti_g12997	GO:0003690; GO:0006355
A0A1Q9CVF3	Sfitti_g13976	GO:0005524; GO:0003824; GO:0010181; GO:0046872; GO:0051082; GO:0006457; GO:0006950
A0A1Q9CVF4	Sfitti_g24032	GO:0005509
A0A1Q9CVF4	Sfitti_g4602	GO:0005509
A0A1Q9CVF4	Sfitti_g24225	GO:0005509
A0A1Q9CVF4	Sfitti_g1937	GO:0005509
A0A1Q9CVG7	Sfitti_g8845	GO:0009535; GO:0016021; GO:0016168; GO:0009765; GO:0018298
A0A1Q9CVG7	Sfitti_g23681	GO:0009535; GO:0016021; GO:0016168; GO:0009765; GO:0018298
A0A1Q9CVG8	Sfitti_g23728	GO:0016021; GO:0005524; GO:0042626
A0A1Q9CVG8	Sfitti_g22832	GO:0016021; GO:0005524; GO:0042626
A0A1Q9CVG8	Sfitti_g15949	GO:0016021; GO:0005524; GO:0042626
A0A1Q9CVG8	Sfitti_g2145	GO:0016021; GO:0005524; GO:0042626
A0A1Q9CVH4	Sfitti_g12509	GO:0016021
A0A1Q9CVH6	Sfitti_g912	GO:0016021; GO:0003676; GO:0008270
A0A1Q9CVI1	Sfitti_g15172	
A0A1Q9CVI6	Sfitti_g903	GO:0004386
A0A1Q9CVI8	Sfitti_g9717	GO:0003690; GO:0006355
A0A1Q9CVJ1	Sfitti_g8582	GO:0005524; GO:0005096; GO:0046872; GO:0004478; GO:0006730; GO:0006556
A0A1Q9CVJ1	Sfitti_g13569	GO:0005524; GO:0005096; GO:0046872; GO:0004478; GO:0006730; GO:0006556
A0A1Q9CVJ5	Sfitti_g18846	GO:0046872
A0A1Q9CVJ8	Sfitti_g24218	
A0A1Q9CVJ8	Sfitti_g7015	
A0A1Q9CVJ8	Sfitti_g4562	
A0A1Q9CVK3	Sfitti_g15199	
A0A1Q9CVK3	Sfitti_g2080	
A0A1Q9CVL5	Sfitti_g11255	
A0A1Q9CVL5	Sfitti_g12067	
A0A1Q9CVL9	Sfitti_g7862	GO:0016021
A0A1Q9CVM0	Sfitti_g902	GO:0016021; GO:0005634; GO:0008168
A0A1Q9CVM6	Sfitti_g7483	GO:0016021
A0A1Q9CVM6	Sfitti_g3354	GO:0016021
A0A1Q9CVN1	Sfitti_g21455	GO:0003676; GO:0015074
A0A1Q9CVN5	Sfitti_g20714	GO:0016021
A0A1Q9CVN7	Sfitti_g2298	GO:0000159; GO:0019888; GO:0007165
A0A1Q9CVN7	Sfitti_g2426	GO:0000159; GO:0019888; GO:0007165
A0A1Q9CVN7	Sfitti_g6157	GO:0000159; GO:0019888; GO:0007165
A0A1Q9CVN9	Sfitti_g14949	
A0A1Q9CVP1	Sfitti_g14231	GO:0046872; GO:0003676; GO:0016772; GO:0015074; GO:0006388
A0A1Q9CVP5	Sfitti_g21901	
A0A1Q9CVQ7	Sfitti_g17289	GO:0016021
A0A1Q9CVR0	Sfitti_g30	
A0A1Q9CVR0	Sfitti_g21267	
A0A1Q9CVR0	Sfitti_g8181	
A0A1Q9CVR2	Sfitti_g817	GO:0016021; GO:0016491
A0A1Q9CVR8	Sfitti_g19686	GO:0005737; GO:0004152; GO:0003755; GO:0006207
A0A1Q9CVR8	Sfitti_g23937	GO:0005737; GO:0004152; GO:0003755; GO:0006207
A0A1Q9CVS0	Sfitti_g12190	
A0A1Q9CVS8	Sfitti_g17095	
A0A1Q9CVS8	Sfitti_g23306	
A0A1Q9CVT0	Sfitti_g10156	
A0A1Q9CVT2	Sfitti_g16023	GO:0016301
A0A1Q9CVT2	Sfitti_g15246	GO:0016301
A0A1Q9CVT2	Sfitti_g23448	GO:0016301
A0A1Q9CVT4	Sfitti_g549	GO:0016021; GO:0046872
A0A1Q9CVU5	Sfitti_g8790	
A0A1Q9CVV5	Sfitti_g22623	
A0A1Q9CVV7	Sfitti_g20595	
A0A1Q9CVW2	Sfitti_g14820	GO:0016021; GO:0003676
A0A1Q9CVW2	Sfitti_g20204	GO:0016021; GO:0003676
A0A1Q9CVW3	Sfitti_g12070	GO:0003677; GO:0004518
A0A1Q9CVW3	Sfitti_g16873	GO:0003677; GO:0004518
A0A1Q9CVW3	Sfitti_g14275	GO:0003677; GO:0004518
A0A1Q9CVW7	Sfitti_g13355	GO:0006633
A0A1Q9CVW9	Sfitti_g18629	
A0A1Q9CVX9	Sfitti_g9423	
A0A1Q9CVX9	Sfitti_g9434	
A0A1Q9CVY0	Sfitti_g12999	GO:0005509
A0A1Q9CVY0	Sfitti_g3224	GO:0005509
A0A1Q9CVY0	Sfitti_g14524	GO:0005509
A0A1Q9CVY1	Sfitti_g12253	
A0A1Q9CVY4	Sfitti_g18599	
A0A1Q9CVY4	Sfitti_g10130	
A0A1Q9CVY4	Sfitti_g14349	
A0A1Q9CVY9	Sfitti_g9279	
A0A1Q9CVZ5	Sfitti_g18966	GO:0003677; GO:0005525; GO:0005506; GO:0031418; GO:0016705; GO:0003723; GO:0015074; GO:0006310
A0A1Q9CVZ8	Sfitti_g17413	
A0A1Q9CW01	Sfitti_g9280	
A0A1Q9CW05	Sfitti_g4548	
A0A1Q9CW10	Sfitti_g2468	
A0A1Q9CW12	Sfitti_g20889	
A0A1Q9CW16	Sfitti_g24004	
A0A1Q9CW16	Sfitti_g18707	
A0A1Q9CW16	Sfitti_g11988	
A0A1Q9CW20	Sfitti_g2552	GO:0016021
A0A1Q9CW21	Sfitti_g590	GO:0016021; GO:0003995; GO:0050660; GO:0020037; GO:0046872
A0A1Q9CW21	Sfitti_g13074	GO:0016021; GO:0003995; GO:0050660; GO:0020037; GO:0046872
A0A1Q9CW25	Sfitti_g23938	GO:0016021; GO:0004930
A0A1Q9CW25	Sfitti_g21191	GO:0016021; GO:0004930
A0A1Q9CW25	Sfitti_g23670	GO:0016021; GO:0004930
A0A1Q9CW25	Sfitti_g6184	GO:0016021; GO:0004930
A0A1Q9CW27	Sfitti_g591	GO:0005840; GO:0003735; GO:0006412
A0A1Q9CW29	Sfitti_g21897	
A0A1Q9CW32	Sfitti_g4912	GO:0016021; GO:0016787
A0A1Q9CW32	Sfitti_g24062	GO:0016021; GO:0016787
A0A1Q9CW32	Sfitti_g3955	GO:0016021; GO:0016787
A0A1Q9CW32	Sfitti_g22379	GO:0016021; GO:0016787
A0A1Q9CW34	Sfitti_g7759	GO:0004649; GO:0045131; GO:0008270; GO:0005975; GO:0000398
A0A1Q9CW34	Sfitti_g526	GO:0004649; GO:0045131; GO:0008270; GO:0005975; GO:0000398
A0A1Q9CW37	Sfitti_g138	GO:0016491
A0A1Q9CW43	Sfitti_g10064	GO:0016021
A0A1Q9CW44	Sfitti_g6510	GO:0003723
A0A1Q9CW47	Sfitti_g22831	GO:0005524; GO:0004672
A0A1Q9CW47	Sfitti_g22884	GO:0005524; GO:0004672
A0A1Q9CW47	Sfitti_g569	GO:0005524; GO:0004672
A0A1Q9CW60	Sfitti_g12448	
A0A1Q9CW60	Sfitti_g15509	
A0A1Q9CW60	Sfitti_g10981	
A0A1Q9CW60	Sfitti_g20948	
A0A1Q9CW60	Sfitti_g12684	
A0A1Q9CW60	Sfitti_g14177	
A0A1Q9CW61	Sfitti_g18384	GO:0005524; GO:0004674
A0A1Q9CW61	Sfitti_g11023	GO:0005524; GO:0004674
A0A1Q9CW63	Sfitti_g5726	
A0A1Q9CW70	Sfitti_g21717	
A0A1Q9CW72	Sfitti_g23264	GO:0016021
A0A1Q9CW72	Sfitti_g2310	GO:0016021
A0A1Q9CW72	Sfitti_g2311	GO:0016021
A0A1Q9CW72	Sfitti_g23484	GO:0016021
A0A1Q9CW72	Sfitti_g5355	GO:0016021
A0A1Q9CW73	Sfitti_g21913	GO:0016021
A0A1Q9CW84	Sfitti_g737	GO:0005576; GO:0004222; GO:0008270
A0A1Q9CW88	Sfitti_g15526	GO:0000813; GO:0032509; GO:0015031
A0A1Q9CW89	Sfitti_g15134	
A0A1Q9CW93	Sfitti_g17077	
A0A1Q9CW93	Sfitti_g6564	
A0A1Q9CW93	Sfitti_g1239	
A0A1Q9CW93	Sfitti_g22912	
A0A1Q9CW93	Sfitti_g22309	
A0A1Q9CW93	Sfitti_g16499	
A0A1Q9CW93	Sfitti_g22122	
A0A1Q9CWA3	Sfitti_g22732	GO:0016021
A0A1Q9CWA3	Sfitti_g23287	GO:0016021
A0A1Q9CWA5	Sfitti_g19213	
A0A1Q9CWA5	Sfitti_g16311	
A0A1Q9CWA7	Sfitti_g22179	
A0A1Q9CWA7	Sfitti_g2476	
A0A1Q9CWA7	Sfitti_g23274	
A0A1Q9CWB8	Sfitti_g10760	
A0A1Q9CWC3	Sfitti_g22175	GO:0016772; GO:0006388
A0A1Q9CWC3	Sfitti_g6332	GO:0016772; GO:0006388
A0A1Q9CWC9	Sfitti_g11914	GO:0003676; GO:0004523
A0A1Q9CWC9	Sfitti_g14563	GO:0003676; GO:0004523
A0A1Q9CWC9	Sfitti_g2471	GO:0003676; GO:0004523
A0A1Q9CWC9	Sfitti_g12141	GO:0003676; GO:0004523
A0A1Q9CWD1	Sfitti_g1029	GO:0005524; GO:0004386
A0A1Q9CWD9	Sfitti_g4194	
A0A1Q9CWE4	Sfitti_g1031	GO:0016021; GO:0016491
A0A1Q9CWE9	Sfitti_g19678	GO:0003676; GO:0008270
A0A1Q9CWE9	Sfitti_g22205	GO:0003676; GO:0008270
A0A1Q9CWF3	Sfitti_g14144	
A0A1Q9CWF3	Sfitti_g23607	
A0A1Q9CWF3	Sfitti_g4506	
A0A1Q9CWF3	Sfitti_g13029	
A0A1Q9CWF3	Sfitti_g1265	
A0A1Q9CWF3	Sfitti_g432	
A0A1Q9CWF7	Sfitti_g14747	
A0A1Q9CWG1	Sfitti_g1457	GO:0016021
A0A1Q9CWG1	Sfitti_g1458	GO:0016021
A0A1Q9CWG1	Sfitti_g23788	GO:0016021
A0A1Q9CWG1	Sfitti_g17032	GO:0016021
A0A1Q9CWG1	Sfitti_g5771	GO:0016021
A0A1Q9CWG3	Sfitti_g10068	GO:0016021; GO:0020037; GO:0030151; GO:0016491; GO:0042128
A0A1Q9CWG4	Sfitti_g8732	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CWH4	Sfitti_g11316	GO:0003676
A0A1Q9CWH4	Sfitti_g19934	GO:0003676
A0A1Q9CWI7	Sfitti_g14989	GO:0016021
A0A1Q9CWI7	Sfitti_g11697	GO:0016021
A0A1Q9CWI7	Sfitti_g11696	GO:0016021
A0A1Q9CWJ0	Sfitti_g23698	GO:0003676; GO:0008270
A0A1Q9CWJ1	Sfitti_g20335	GO:0003723
A0A1Q9CWJ1	Sfitti_g17831	GO:0003723
A0A1Q9CWJ6	Sfitti_g11414	GO:0016021
A0A1Q9CWK7	Sfitti_g13785	GO:0046872
A0A1Q9CWL5	Sfitti_g667	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CWM0	Sfitti_g15286	GO:0005523; GO:0051694
A0A1Q9CWM2	Sfitti_g22731	GO:0016787; GO:0008152
A0A1Q9CWM5	Sfitti_g3005	GO:0016021
A0A1Q9CWM7	Sfitti_g19660	
A0A1Q9CWM7	Sfitti_g11505	
A0A1Q9CWN1	Sfitti_g10341	GO:0003824
A0A1Q9CWP3	Sfitti_g1068	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CWP6	Sfitti_g12183	
A0A1Q9CWP8	Sfitti_g9899	GO:0016021
A0A1Q9CWQ3	Sfitti_g20401	
A0A1Q9CWQ3	Sfitti_g14876	
A0A1Q9CWQ9	Sfitti_g14209	
A0A1Q9CWR0	Sfitti_g21182	GO:0004553; GO:0005975
A0A1Q9CWR1	Sfitti_g11596	
A0A1Q9CWR2	Sfitti_g3564	GO:0016021; GO:0009539; GO:0015979
A0A1Q9CWR2	Sfitti_g3565	GO:0016021; GO:0009539; GO:0015979
A0A1Q9CWR2	Sfitti_g3566	GO:0016021; GO:0009539; GO:0015979
A0A1Q9CWR4	Sfitti_g6928	GO:0009507; GO:0016021; GO:0005509; GO:0008234; GO:0046422
A0A1Q9CWS2	Sfitti_g12398	GO:0016021; GO:0046982
A0A1Q9CWS5	Sfitti_g14187	GO:0016021
A0A1Q9CWS5	Sfitti_g11562	GO:0016021
A0A1Q9CWS6	Sfitti_g4725	
A0A1Q9CWT0	Sfitti_g8265	
A0A1Q9CWT0	Sfitti_g20210	
A0A1Q9CWT1	Sfitti_g4695	GO:0016021; GO:0005216
A0A1Q9CWT1	Sfitti_g1542	GO:0016021; GO:0005216
A0A1Q9CWT4	Sfitti_g22841	
A0A1Q9CWU3	Sfitti_g1541	GO:0016021; GO:0005216
A0A1Q9CWU8	Sfitti_g6414	GO:0016021; GO:0005509
A0A1Q9CWU8	Sfitti_g19786	GO:0016021; GO:0005509
A0A1Q9CWV6	Sfitti_g12815	
A0A1Q9CWV6	Sfitti_g16370	
A0A1Q9CWW0	Sfitti_g10828	
A0A1Q9CWW2	Sfitti_g9482	GO:0016787; GO:0046872; GO:0000049
A0A1Q9CWW2	Sfitti_g4111	GO:0016787; GO:0046872; GO:0000049
A0A1Q9CWW2	Sfitti_g21635	GO:0016787; GO:0046872; GO:0000049
A0A1Q9CWW2	Sfitti_g2387	GO:0016787; GO:0046872; GO:0000049
A0A1Q9CWW2	Sfitti_g17463	GO:0016787; GO:0046872; GO:0000049
A0A1Q9CWX2	Sfitti_g8493	
A0A1Q9CWX2	Sfitti_g20589	
A0A1Q9CWX6	Sfitti_g387	
A0A1Q9CWX7	Sfitti_g1532	GO:0005524
A0A1Q9CWY2	Sfitti_g10343	GO:0046872; GO:0003676; GO:0016772; GO:0015074; GO:0006388
A0A1Q9CWY2	Sfitti_g11263	GO:0046872; GO:0003676; GO:0016772; GO:0015074; GO:0006388
A0A1Q9CWY2	Sfitti_g12029	GO:0046872; GO:0003676; GO:0016772; GO:0015074; GO:0006388
A0A1Q9CWY2	Sfitti_g10213	GO:0046872; GO:0003676; GO:0016772; GO:0015074; GO:0006388
A0A1Q9CWY6	Sfitti_g386	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CWY6	Sfitti_g6039	GO:0016021; GO:0005509; GO:0005216
A0A1Q9CWY8	Sfitti_g507	GO:0005643; GO:0017056; GO:0006913
A0A1Q9CX04	Sfitti_g3496	
A0A1Q9CX08	Sfitti_g2230	GO:0005524; GO:0004672
A0A1Q9CX11	Sfitti_g22518	GO:0003860
A0A1Q9CX17	Sfitti_g10521	
A0A1Q9CX19	Sfitti_g8022	
A0A1Q9CX26	Sfitti_g7925	GO:0003676; GO:0008270; GO:0015074
A0A1Q9CX31	Sfitti_g16639	GO:0016021; GO:0005525; GO:0003924; GO:0004252
A0A1Q9CX35	Sfitti_g812	GO:0005524; GO:0004672
A0A1Q9CX35	Sfitti_g813	GO:0005524; GO:0004672
A0A1Q9CX46	Sfitti_g963	GO:0003677; GO:0015074; GO:0006310
A0A1Q9CX46	Sfitti_g9219	GO:0003677; GO:0015074; GO:0006310
A0A1Q9CX48	Sfitti_g899	GO:0016021
A0A1Q9CX60	Sfitti_g9103	GO:0016021; GO:0055085
A0A1Q9CX65	Sfitti_g1667	
A0A1Q9CX67	Sfitti_g13522	GO:0036459; GO:0016579; GO:0006511
A0A1Q9CX70	Sfitti_g7835	GO:0046872
A0A1Q9CX80	Sfitti_g12305	GO:0003676; GO:0004523
A0A1Q9CX86	Sfitti_g21582	GO:0016021; GO:0005249
A0A1Q9CX86	Sfitti_g19876	GO:0016021; GO:0005249
A0A1Q9CX86	Sfitti_g18369	GO:0016021; GO:0005249
A0A1Q9CX97	Sfitti_g17440	GO:0046872
A0A1Q9CX97	Sfitti_g10811	GO:0046872
A0A1Q9CX99	Sfitti_g11727	GO:0016021
A0A1Q9CX99	Sfitti_g85	GO:0016021
A0A1Q9CX99	Sfitti_g22281	GO:0016021
A0A1Q9CX99	Sfitti_g84	GO:0016021
A0A1Q9CXA2	Sfitti_g16877	GO:0016021; GO:0003824; GO:0008152
A0A1Q9CXA2	Sfitti_g21917	GO:0016021; GO:0003824; GO:0008152
A0A1Q9CXA6	Sfitti_g9869	GO:0003824; GO:0003676; GO:0015074
A0A1Q9CXB7	Sfitti_g20630	
A0A1Q9CXB7	Sfitti_g19003	
A0A1Q9CXB7	Sfitti_g16583	
A0A1Q9CXB9	Sfitti_g8393	
A0A1Q9CXC2	Sfitti_g6123	GO:0050660; GO:0016614
A0A1Q9CXC2	Sfitti_g3104	GO:0050660; GO:0016614
A0A1Q9CXC2	Sfitti_g5508	GO:0050660; GO:0016614
A0A1Q9CXC6	Sfitti_g5540	
A0A1Q9CXC8	Sfitti_g10237	GO:0003676; GO:0008270
A0A1Q9CXC8	Sfitti_g10238	GO:0003676; GO:0008270
A0A1Q9CXC8	Sfitti_g12104	GO:0003676; GO:0008270
A0A1Q9CXC8	Sfitti_g14417	GO:0003676; GO:0008270
A0A1Q9CXC8	Sfitti_g13283	GO:0003676; GO:0008270
A0A1Q9CXD4	Sfitti_g4561	GO:0005524; GO:0016887
